,NAME,CATEGORY,SUBCATEGORY,LON,LAT,CITY,OPENING_HOURS,OTHER_TAGS
13,Hotel Hari,ACCOMMODATION,HOTEL,7.565036600000001,46.4963455,Adelboden,,"{""wheelchair"":""yes"",""contact:facebook"":""https://www.facebook.com/HotelHari.Adelboden/"",""internet_access"":""yes"",""internet_access:fee"":""no"",""tourism"":""hotel"",""stars"":""3"",""contact:instagram"":""hotelhariadelboden"",""name:ch"":""Hotel Hari im Schlegeli"",""smoking"":""outside"",""name"":""Hotel Hari"",""name:fr"":""Hôtel Hari"",""ele"":""1355""}"
14,Parkhotel Bellevue,ACCOMMODATION,HOTEL,7.5562312,46.4922042,Adelboden,,"{""rooms"":""53"",""tourism"":""hotel"",""source"":""visit"",""bar"":""yes"",""smoking"":""outside"",""wellness"":""yes"",""owner"":""Familie Richard"",""high_chair"":""yes"",""internet_access"":""wlan"",""restaurant"":""yes"",""internet_access:fee"":""no"",""stars"":""4"",""name"":""Parkhotel Bellevue"",""internet_access:ssid"":""Bellevue"",""gluten_free"":""yes""}"
71,Central,ACCOMMODATION,HOTEL,8.5662067,46.617649500000006,,,"{""amenity"":""restaurant"",""name"":""Central"",""tourism"":""hotel""}"
77,Ospizo del San Gottardo,ACCOMMODATION,HOTEL,8.567986300000001,46.5553784,,,"{""name:de"":""St. Gotthard Hospiz"",""amenity"":""restaurant"",""name"":""Ospizo del San Gottardo"",""name:it"":""Ospizo del San Gottardo"",""tourism"":""hotel""}"
656,Hotel Jardin Bern,ACCOMMODATION,HOTEL,7.457807600000001,46.958952,,Mo-Su 07:00-23:00,"{""payment:maestro"":""yes"",""payment:mastercard"":""yes"",""rooms"":""24"",""payment:credit_cards"":""yes"",""tourism"":""hotel"",""source"":""local knowledge"",""payment:american_express"":""yes"",""contact:addr"":""Militärstrasse 38, 3014"",""smoking"":""outside"",""payment:diners_club"":""yes"",""start_date"":""1929"",""payment:discover_card"":""yes"",""internet_access"":""wlan"",""payment:visa_debit"":""yes"",""internet_access:fee"":""no"",""payment:cash"":""yes"",""payment:contactless"":""yes"",""stars"":""3"",""payment:visa"":""yes"",""name"":""Hotel Jardin Bern"",""internet_access:ssid"":""Hotel Jardin"",""payment:debit_cards"":""yes""}"
721,ibis budget Bern Expo,ACCOMMODATION,HOTEL,7.464330500000001,46.9586496,Bern,,"{""wheelchair"":""yes"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""old_name"":""Etap Hotel"",""smoking"":""no"",""name"":""ibis budget Bern Expo"",""brand"":""ibis budget"",""name:es"":""Ibis Budget Bern Expo""}"
722,Arabelle,ACCOMMODATION,HOTEL,7.432653800000001,46.953739000000006,,24/7,"{""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""source"":""survey and website"",""contact:addr"":""Mittelstrasse 6, 3012 Bern"",""smoking"":""no"",""name"":""Arabelle""}"
736,Sternen,ACCOMMODATION,HOTEL,9.1501592,47.1173159,,Su-Th 08:00-23:00;Fr-Sa 08:00-24:00,"{""amenity"":""restaurant"",""name"":""Sternen"",""tourism"":""hotel""}"
737,Hirschen,ACCOMMODATION,HOTEL,9.1508843,47.1169747,,,"{""amenity"":""restaurant"",""name"":""Hirschen"",""tourism"":""hotel""}"
752,Kulm,ACCOMMODATION,HOTEL,7.437834,46.9199397,,,"{""name"":""Kulm"",""wheelchair"":""yes"",""tourism"":""hotel""}"
834,Hotel Ochsen,ACCOMMODATION,HOTEL,8.983922,47.224308,,,"{""name"":""Hotel Ochsen"",""tourism"":""hotel""}"
1047,RömerTurm,ACCOMMODATION,HOTEL,9.1174346,47.121409500000006,,Mo-Su 07:00-24:00,"{""amenity"":""restaurant"",""name"":""RömerTurm"",""cuisine"":""regional"",""tourism"":""hotel""}"
1084,Metzg,ACCOMMODATION,HOTEL,8.7260424,47.2453596,,,"{""name"":""Metzg"",""tourism"":""hotel"",""created_by"":""Potlatch alpha"",""amenity"":""restaurant""}"
1099,Cristal,ACCOMMODATION,HOTEL,8.990731,46.9388171,,,"{""amenity"":""restaurant"",""name"":""Cristal"",""tourism"":""hotel""}"
1776,Leonardo Boutique Hotel Rigihof,ACCOMMODATION,HOTEL,8.5479932,47.3841491,Zürich,,"{""wheelchair"":""no"",""rooms"":""67"",""name"":""Leonardo Boutique Hotel Rigihof"",""tourism"":""hotel"",""stars"":""4"",""brand"":""Leonardo Boutique Hotels""}"
1790,Hotel Krafft,ACCOMMODATION,HOTEL,7.591774300000001,47.5602209,Basel,,"{""name"":""Hotel Krafft"",""tourism"":""hotel"",""wikidata"":""Q1630937""}"
1791,Merian,ACCOMMODATION,HOTEL,7.5913376,47.560606500000006,,,"{""name"":""Merian"",""tourism"":""hotel""}"
1794,Basilisk,ACCOMMODATION,HOTEL,7.592234800000001,47.5632953,,,"{""name"":""Basilisk"",""tourism"":""hotel""}"
1864,Hotel-Restaurant Zum Goldenen Kopf,ACCOMMODATION,HOTEL,8.540873300000001,47.518565800000005,,,"{""name"":""Hotel-Restaurant Zum Goldenen Kopf"",""wheelchair"":""yes"",""tourism"":""hotel""}"
1865,Rathaus-Stube,ACCOMMODATION,HOTEL,8.540503900000001,47.517310900000005,,,"{""name"":""Rathaus-Stube"",""tourism"":""hotel""}"
1996,Blümlisalp,ACCOMMODATION,HOTEL,7.6756549,46.4993051,Kandersteg,,"{""amenity"":""restaurant"",""name"":""Blümlisalp"",""tourism"":""hotel""}"
2131,Flora,ACCOMMODATION,HOTEL,8.307749300000001,47.0500868,,,"{""name"":""Flora"",""wheelchair"":""yes"",""tourism"":""hotel""}"
2149,Les Trois Rois,ACCOMMODATION,HOTEL,7.5876903,47.5603897,,,"{""name"":""Les Trois Rois"",""tourism"":""hotel"",""name:de"":""Les Trois Rois"",""stars"":""5"",""wikidata"":""Q678997""}"
4089,Gürgaletsch,ACCOMMODATION,HOTEL,9.6070745,46.8180045,,,"{""name"":""Gürgaletsch"",""tourism"":""hotel""}"
4164,Krone,ACCOMMODATION,HOTEL,8.7274052,47.4993787,Winterthur,,"{""internet_access"":""yes"",""internet_access:fee"":""no"",""tourism"":""hotel"",""stars"":""3"",""name"":""Krone""}"
4218,Rheinfels,ACCOMMODATION,HOTEL,8.8591668,47.658735500000006,Stein am Rhein,,"{""wheelchair"":""limited"",""amenity"":""restaurant"",""name"":""Rheinfels"",""tourism"":""hotel""}"
4221,Schiff,ACCOMMODATION,HOTEL,8.8570223,47.660228800000006,Stein am Rhein,Mo-Su 10:00-22:30,"{""wheelchair"":""yes"",""amenity"":""restaurant"",""cuisine"":""italian"",""tourism"":""hotel"",""name"":""Schiff""}"
4223,Hotel Restaurant Adler,ACCOMMODATION,HOTEL,8.859654,47.6594624,Stein am Rhein,,"{""wheelchair"":""limited"",""addr:housename"":""Zum Adler"",""amenity"":""restaurant"",""name"":""Hotel Restaurant Adler"",""tourism"":""hotel"",""outdoor_seating"":""yes""}"
4257,Danilo,ACCOMMODATION,HOTEL,9.5964518,46.597458800000005,,,"{""name"":""Danilo"",""cuisine"":""regional"",""tourism"":""hotel"",""stars"":""3"",""amenity"":""restaurant""}"
4277,Alpenrose,ACCOMMODATION,HOTEL,9.3284232,47.1900671,,,"{""name"":""Alpenrose"",""wheelchair"":""yes"",""tourism"":""hotel""}"
4278,Alpenblick,ACCOMMODATION,HOTEL,9.3401654,47.2013313,,,"{""name"":""Alpenblick"",""tourism"":""hotel"",""created_by"":""JOSM""}"
4349,Rheinquelle,ACCOMMODATION,HOTEL,8.7084313,46.655277000000005,Tschamut,,"{""tourism"":""hotel"",""name"":""Rheinquelle""}"
4370,Rössli,ACCOMMODATION,HOTEL,9.1107781,47.568079100000006,,"Su-Tu 11:30-14:00,17:30-23:00; Sa 17:30-23:00","{""wheelchair"":""no"",""amenity"":""restaurant"",""name"":""Rössli"",""tourism"":""hotel""}"
4408,Le Chapeau de Napoléon,ACCOMMODATION,HOTEL,6.5717834,46.9037225,,,"{""name"":""Le Chapeau de Napoléon"",""tourism"":""hotel"",""wikidata"":""Q15793901"",""created_by"":""Potlatch 0.7b""}"
4653,Altavilla,ACCOMMODATION,HOTEL,10.0572346,46.3285964,,,"{""name"":""Altavilla"",""tourism"":""hotel"",""amenity"":""restaurant""}"
4697,Hotel Palü,ACCOMMODATION,HOTEL,9.9137665,46.4827723,Pontresina,,"{""tourism"":""hotel"",""stars"":""3S"",""name"":""Hotel Palü""}"
4704,La Nouvelle Couronne,ACCOMMODATION,HOTEL,6.497264800000001,46.5083871,Morges,,"{""access"":""no"",""tourism"":""hotel"",""stars"":""3"",""name"":""La Nouvelle Couronne""}"
4709,Hotel La Furca,ACCOMMODATION,HOTEL,8.8536616,46.7048251,Disentis/Mustér,Tu-Su 08:00+; Mo off,"{""tourism"":""hotel"",""name"":""Hotel La Furca""}"
4727,Landhaus,ACCOMMODATION,HOTEL,7.4589913,46.9500345,,,"{""contact:addr"":""Altenbergstrasse 4, 3013 Bern"",""internet_access"":""wlan"",""name"":""Landhaus"",""tourism"":""hotel"",""source"":""website""}"
4790,Hotel Ochsen,ACCOMMODATION,HOTEL,8.998993,47.236441000000006,,,"{""name"":""Hotel Ochsen"",""tourism"":""hotel"",""created_by"":""JOSM""}"
4842,Plattenhof,ACCOMMODATION,HOTEL,8.5531845,47.373738,Zürich,,"{""name"":""Plattenhof"",""tourism"":""hotel""}"
4986,Zur Tanne,ACCOMMODATION,HOTEL,9.5418466,46.9662239,,Tu-Su,"{""wheelchair"":""limited"",""amenity"":""restaurant"",""name"":""Zur Tanne"",""tourism"":""hotel""}"
5176,Gasthaus Göscheneralp,ACCOMMODATION,HOTEL,8.517966000000001,46.6531109,Göschenen,,"{""internet_access"":""wlan"",""amenity"":""restaurant"",""internet_access:fee"":""no"",""name"":""Gasthaus Göscheneralp"",""tourism"":""hotel"",""addr:place"":""Gwüest""}"
5297,Sorell Hotel Seefeld,ACCOMMODATION,HOTEL,8.5513071,47.3616226,Zürich,,"{""wheelchair"":""no"",""rooms"":""64"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""stars"":""3"",""smoking"":""no"",""name"":""Sorell Hotel Seefeld""}"
5298,Hotel Baur au Lac,ACCOMMODATION,HOTEL,8.5393433,47.3671121,Zürich,,"{""name"":""Hotel Baur au Lac"",""tourism"":""hotel"",""wikidata"":""Q811691""}"
5299,Hotel Savoy Baur en Ville,ACCOMMODATION,HOTEL,8.5397725,47.369769100000006,Zürich,,"{""wheelchair"":""limited"",""name"":""Hotel Savoy Baur en Ville"",""tourism"":""hotel""}"
5327,Europe,ACCOMMODATION,HOTEL,8.5471877,47.364231,Zürich,,"{""wheelchair"":""no"",""rooms"":""39"",""name"":""Europe"",""tourism"":""hotel""}"
5328,Ambassador,ACCOMMODATION,HOTEL,8.5470213,47.3643873,Zürich,,"{""wheelchair"":""yes"",""tourism"":""hotel"",""stars"":""4"",""name"":""Ambassador""}"
5354,Gasthof Hirschen,ACCOMMODATION,HOTEL,8.465485600000001,47.430041900000006,Regensdorf,,"{""wheelchair"":""yes"",""amenity"":""restaurant"",""cuisine"":""regional"",""tourism"":""hotel"",""toilets:wheelchair"":""yes"",""smoking"":""isolated"",""name"":""Gasthof Hirschen""}"
5360,Krone,ACCOMMODATION,HOTEL,7.6287843,46.759391400000005,,,"{""wheelchair"":""yes"",""rooms"":""31"",""internet_access"":""wlan"",""tourism"":""hotel"",""stars"":""4"",""source"":""website"",""name"":""Krone""}"
5361,Freienhof,ACCOMMODATION,HOTEL,7.6314701,46.757403200000006,,,"{""wheelchair"":""yes"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""stars"":""4"",""toilets:wheelchair"":""yes"",""name"":""Freienhof"",""entrance"":""yes""}"
5362,Elite,ACCOMMODATION,HOTEL,7.6285395,46.7616097,,,"{""name"":""Elite"",""tourism"":""hotel"",""created_by"":""Potlatch 0.10f""}"
5464,Beausite,ACCOMMODATION,HOTEL,7.8467089,46.6846771,,,"{""name"":""Beausite"",""tourism"":""hotel"",""stars"":""3""}"
5465,Chalet Swiss,ACCOMMODATION,HOTEL,7.8458842,46.6842815,,,"{""rooms"":""53"",""internet_access"":""wlan"",""name"":""Chalet Swiss"",""tourism"":""hotel"",""stars"":""3""}"
5532,Bellevue-Park,ACCOMMODATION,HOTEL,7.6352589,46.755597900000005,,,"{""name"":""Bellevue-Park"",""wheelchair"":""limited"",""tourism"":""hotel""}"
5564,Hotel Hottingen,ACCOMMODATION,HOTEL,8.553563800000001,47.3696848,Zürich,,"{""name"":""Hotel Hottingen"",""tourism"":""hotel""}"
5570,Villette,ACCOMMODATION,HOTEL,8.545544900000001,47.368293,Zürich,,"{""wheelchair"":""no"",""name"":""Villette"",""tourism"":""hotel""}"
5578,California,ACCOMMODATION,HOTEL,8.5445975,47.3687308,Zürich,,"{""wheelchair"":""no"",""name"":""California"",""tourism"":""hotel""}"
5581,Helmhaus,ACCOMMODATION,HOTEL,8.544095,47.3691599,Zürich,,"{""wheelchair"":""no"",""name"":""Helmhaus"",""tourism"":""hotel"",""wikidata"":""Q1603221""}"
5582,Storchen,ACCOMMODATION,HOTEL,8.5417938,47.3712661,Zürich,,"{""wheelchair"":""yes"",""toilets:wheelchair"":""yes"",""name"":""Storchen"",""tourism"":""hotel"",""wikidata"":""Q30592570""}"
5619,Hôtel de la Croix d'Or,ACCOMMODATION,HOTEL,6.8312232,47.1046386,,,"{""name"":""Hôtel de la Croix d'Or"",""tourism"":""hotel""}"
5627,Hôtel de la Fleur de Lys,ACCOMMODATION,HOTEL,6.8303408,47.1026467,,,"{""wheelchair"":""yes"",""rooms"":""28"",""internet_access"":""wlan"",""smoking"":""no"",""internet_access:fee"":""no"",""name"":""Hôtel de la Fleur de Lys"",""tourism"":""hotel"",""stars"":""3""}"
5878,Gasthof Neubad,ACCOMMODATION,HOTEL,7.563679400000001,47.5451433,,,"{""name"":""Gasthof Neubad"",""tourism"":""hotel"",""created_by"":""Potlatch 0.9c"",""amenity"":""restaurant""}"
5892,Rothorn,ACCOMMODATION,HOTEL,8.0416706,46.7875316,,,"{""name"":""Rothorn"",""tourism"":""hotel"",""amenity"":""restaurant""}"
5913,Sheraton Zürich Neues Schloss,ACCOMMODATION,HOTEL,8.536029300000001,47.365498900000006,Zürich,,"{""rooms"":""61"",""name"":""Sheraton Zürich Neues Schloss"",""tourism"":""hotel"",""brand"":""Sheraton""}"
5938,Kater Hiddigeigei,ACCOMMODATION,HOTEL,7.9490679,47.5513832,,,"{""wheelchair"":""limited"",""rooms"":""11"",""internet_access"":""wlan"",""amenity"":""restaurant"",""tourism"":""hotel"",""name"":""Kater Hiddigeigei"",""outdoor_seating"":""yes"",""beds"":""19""}"
5939,Seeblick,ACCOMMODATION,HOTEL,7.212188,47.0851094,,,"{""name"":""Seeblick"",""tourism"":""hotel"",""amenity"":""restaurant""}"
5956,Deux-Clefs,ACCOMMODATION,HOTEL,7.1543231,47.364688400000006,Saint-Ursanne,,"{""contact:facebook"":""https://www.facebook.com/people/H%C3%B4tel-Restaurant-Les-Deux-Clefs/100047108427133"",""amenity"":""restaurant"",""name"":""Deux-Clefs"",""tourism"":""hotel"",""outdoor_seating"":""yes""}"
5970,Kronenhof,ACCOMMODATION,HOTEL,8.5054537,47.4192212,Zürich,,"{""rooms"":""30"",""name"":""Kronenhof"",""tourism"":""hotel""}"
5971,Ibis Zürich City West,ACCOMMODATION,HOTEL,8.5170578,47.3890206,Zürich,,"{""wheelchair"":""yes"",""tourism"":""hotel"",""stars"":""2"",""wheelchair:rooms"":""5"",""name"":""Ibis Zürich City West"",""wheelchair:source"":""http://www.accorhotels.com/de/hotel-2942-ibis-zurich-city-west/"",""brand"":""Ibis""}"
5972,Novotel Zürich City West,ACCOMMODATION,HOTEL,8.5167438,47.3891361,Zürich,,"{""wheelchair"":""yes"",""tourism"":""hotel"",""stars"":""4"",""wheelchair:rooms"":""5"",""name"":""Novotel Zürich City West"",""wheelchair:source"":""http://www.accorhotels.com/de/hotel-2731-novotel-zurich-city-west/"",""brand"":""Novotel""}"
5973,Ibis Budget Zürich City West,ACCOMMODATION,HOTEL,8.516186000000001,47.388972900000006,Zürich,,"{""wheelchair"":""yes"",""tourism"":""hotel"",""stars"":""1"",""wheelchair:rooms"":""5"",""name"":""Ibis Budget Zürich City West"",""wheelchair:source"":""http://www.accorhotels.com/de/hotel-3184-etap-hotel-zurich-city-west-zukunftig-ibis-budget/"",""brand"":""Ibis Budget""}"
5976,Hotel Du Parc,ACCOMMODATION,HOTEL,8.3091428,47.480873800000005,Baden,,"{""name"":""Hotel Du Parc"",""tourism"":""hotel""}"
5981,Gasthaus Kulm Brünig,ACCOMMODATION,HOTEL,8.1348581,46.7572535,,,"{""name"":""Gasthaus Kulm Brünig"",""tourism"":""hotel""}"
6002,Schäfli,ACCOMMODATION,HOTEL,8.9036291,47.175965700000006,,,"{""name"":""Schäfli"",""wheelchair"":""limited"",""tourism"":""hotel""}"
6012,Hotel Calancasca,ACCOMMODATION,HOTEL,9.1456344,46.2476799,Grono,,"{""name"":""Hotel Calancasca"",""tourism"":""hotel""}"
6020,Golderli,ACCOMMODATION,HOTEL,7.764385900000001,46.5503435,,,"{""name"":""Golderli"",""tourism"":""hotel""}"
6063,Ambassador & SPA,ACCOMMODATION,HOTEL,7.439950400000001,46.9343346,,,"{""wheelchair"":""limited"",""rooms"":""97"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""stars"":""4"",""source"":""survey and website"",""contact:addr"":""Seftigenstrasse 99, 3007 Bern"",""name"":""Ambassador & SPA"",""beds"":""143""}"
6082,Hotel Kapplerhof,ACCOMMODATION,HOTEL,9.1111459,47.2722534,Ebnat-Kappel,,"{""name"":""Hotel Kapplerhof"",""tourism"":""hotel""}"
6084,Hotel Restaurant Mühle,ACCOMMODATION,HOTEL,7.597260500000001,47.467524700000006,,,"{""name"":""Hotel Restaurant Mühle"",""tourism"":""hotel"",""created_by"":""Potlatch 0.9c""}"
6295,Hôtel du Lac des Chavonnes,ACCOMMODATION,HOTEL,7.0832575,46.332521400000005,,,"{""name"":""Hôtel du Lac des Chavonnes"",""tourism"":""hotel""}"
6321,Everness,ACCOMMODATION,HOTEL,6.1610459,46.3346912,,,"{""name"":""Everness"",""tourism"":""hotel""}"
6360,Landgasthof Grossteil,ACCOMMODATION,HOTEL,8.165198400000001,46.8506013,Giswil,We-Sa 09:00-23:00; Su 10:00-16:00,"{""amenity"":""restaurant"",""name"":""Landgasthof Grossteil"",""cuisine"":""regional"",""tourism"":""hotel""}"
6453,Mayor,ACCOMMODATION,HOTEL,10.3338774,46.7155554,,,"{""name"":""Mayor"",""tourism"":""hotel""}"
6454,Crusch Alba,ACCOMMODATION,HOTEL,10.3350326,46.7152913,,,"{""name"":""Crusch Alba"",""tourism"":""hotel""}"
6553,Hotel Maderanertal,ACCOMMODATION,HOTEL,8.7721605,46.7819915,Bristen,Jun-Oct,"{""amenity"":""restaurant"",""name"":""Hotel Maderanertal"",""cuisine"":""regional"",""tourism"":""hotel""}"
6556,Schweizerhof,ACCOMMODATION,HOTEL,8.5394468,47.376947900000005,Zürich,,"{""wheelchair"":""yes"",""name"":""Schweizerhof"",""tourism"":""hotel""}"
6558,St. Gotthard,ACCOMMODATION,HOTEL,8.5392291,47.376412300000005,Zürich,,"{""wheelchair"":""no"",""rooms"":""138"",""name"":""St. Gotthard"",""tourism"":""hotel"",""stars"":""4""}"
6567,City Hotel,ACCOMMODATION,HOTEL,8.5365485,47.3749125,Zürich,,"{""wheelchair"":""yes"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""name"":""City Hotel""}"
6604,Hotel Weisses Kreuz,ACCOMMODATION,HOTEL,7.5440811,47.4082577,,,"{""name"":""Hotel Weisses Kreuz"",""wheelchair"":""no"",""tourism"":""hotel"",""created_by"":""Potlatch 0.10b"",""amenity"":""restaurant""}"
6607,Première Classe,ACCOMMODATION,HOTEL,6.088044600000001,46.2485696,,,"{""brand:wikidata"":""Q5964551"",""name"":""Première Classe"",""tourism"":""hotel"",""brand"":""Première Classe"",""brand:wikipedia"":""fr:Première Classe (chaîne d'hôtels)""}"
6646,Passage,ACCOMMODATION,HOTEL,7.3962683,47.1935292,,,"{""name"":""Passage"",""tourism"":""hotel"",""amenity"":""restaurant""}"
6710,Café du Soleil,ACCOMMODATION,HOTEL,6.998144300000001,47.2545334,,,"{""name"":""Café du Soleil"",""tourism"":""hotel""}"
6720,Hotel Adler,ACCOMMODATION,HOTEL,8.0362714,46.7543994,,,"{""name"":""Hotel Adler"",""tourism"":""hotel""}"
6761,La Pergola,ACCOMMODATION,HOTEL,7.4325447,46.943034,,,"{""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""stars"":""3"",""source"":""survey and website"",""contact:addr"":""Belpstrasse 43, 3007 Bern"",""name"":""La Pergola""}"
6775,Metropole,ACCOMMODATION,HOTEL,7.444688500000001,46.949287600000005,,,"{""internet_access"":""wlan"",""internet_access:fee"":""yes"",""tourism"":""hotel"",""source"":""website"",""contact:addr"":""Zeughausgasse 28, 3011 Bern"",""name"":""Metropole""}"
6776,Hotel Bern,ACCOMMODATION,HOTEL,7.4463572,46.9486987,,,"{""wheelchair"":""yes"",""rooms"":""99"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""source"":""survey and website"",""contact:addr"":""Zeughausgasse 9, 3011 Bern"",""name"":""Hotel Bern"",""beds"":""150"",""brand"":""Best Western"",""wikidata"":""Q2531969""}"
6789,Nydeck,ACCOMMODATION,HOTEL,7.4556746,46.9485384,,,"{""wheelchair"":""no"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""source"":""website"",""contact:addr"":""Gerechtigkeitsgasse 1, 3011 Bern"",""smoking"":""separated"",""name"":""Nydeck""}"
6900,Alpina,ACCOMMODATION,HOTEL,9.116408,46.8094613,,,"{""amenity"":""restaurant"",""name"":""Alpina"",""tourism"":""hotel"",""outdoor_seating"":""yes""}"
6901,Bergführer,ACCOMMODATION,HOTEL,9.1555724,46.9103933,,Mo 14:00-22:00; We-Su 09:00-22:00,"{""amenity"":""restaurant"",""name"":""Bergführer"",""tourism"":""hotel""}"
6930,Hotel Cresta,ACCOMMODATION,HOTEL,10.3996881,46.9598586,,,"{""name"":""Hotel Cresta"",""tourism"":""hotel"",""stars"":""3"",""amenity"":""restaurant""}"
6931,Hotel Romantica,ACCOMMODATION,HOTEL,10.4000073,46.9594852,,,"{""name"":""Hotel Romantica"",""tourism"":""hotel"",""stars"":""3"",""amenity"":""restaurant""}"
7017,Löwen,ACCOMMODATION,HOTEL,8.4964002,47.560399800000006,,,"{""name"":""Löwen"",""cuisine"":""regional"",""tourism"":""hotel"",""amenity"":""restaurant""}"
7025,Ferienheim Geisswiese,ACCOMMODATION,HOTEL,9.3570512,47.066929900000005,Flumserberg Saxli,,"{""name"":""Ferienheim Geisswiese"",""tourism"":""hotel""}"
7169,Wysses Rössli,ACCOMMODATION,HOTEL,8.6534402,47.0207496,,,"{""name"":""Wysses Rössli"",""tourism"":""hotel""}"
7198,Radisson Hotel Zurich Airport,ACCOMMODATION,HOTEL,8.540142000000001,47.450988,,,"{""brand:wikidata"":""Q1751979"",""wheelchair"":""yes"",""brand:wikipedia"":""en:Radisson Hotels"",""name"":""Radisson Hotel Zurich Airport"",""tourism"":""hotel"",""brand"":""Radisson""}"
7302,Berggasthaus Holzegg,ACCOMMODATION,HOTEL,8.698646700000001,47.028827,,,"{""name"":""Berggasthaus Holzegg"",""tourism"":""hotel"",""amenity"":""restaurant""}"
7306,Lindner Grand Hotel Beau Rivage,ACCOMMODATION,HOTEL,7.864652800000001,46.689701,,,"{""rooms"":""101"",""internet_access"":""wlan"",""name"":""Lindner Grand Hotel Beau Rivage"",""tourism"":""hotel"",""stars"":""5""}"
7342,Rosenlaui,ACCOMMODATION,HOTEL,8.153485100000001,46.680288100000006,,,"{""name"":""Rosenlaui"",""tourism"":""hotel""}"
7402,Aurora,ACCOMMODATION,HOTEL,8.592766600000001,46.6321002,Andermatt,,"{""name"":""Aurora"",""tourism"":""hotel""}"
7403,Gasthaus Skiclub,ACCOMMODATION,HOTEL,8.593908800000001,46.6327487,,,"{""name"":""Gasthaus Skiclub"",""tourism"":""hotel""}"
7404,Bären restaurant & rooms,ACCOMMODATION,HOTEL,8.5945047,46.6327347,,Tu-Sa 18:00-21:00+,"{""diet:vegetarian"":""yes"",""amenity"":""restaurant"",""name"":""Bären restaurant & rooms"",""tourism"":""hotel""}"
7405,Hotel zur Sonne,ACCOMMODATION,HOTEL,8.595050800000001,46.6330273,,,"{""delivery"":""no"",""wheelchair"":""yes"",""amenity"":""restaurant"",""cuisine"":""regional"",""tourism"":""hotel"",""takeaway"":""no"",""opening_hours:signed"":""no"",""diet:vegetarian"":""yes"",""name"":""Hotel zur Sonne""}"
7409,Tell Gasthaus,ACCOMMODATION,HOTEL,8.595863600000001,46.6330674,,,"{""internet_access"":""wlan"",""internet_access:fee"":""no"",""name"":""Tell Gasthaus"",""tourism"":""hotel""}"
7412,Schweizerhof,ACCOMMODATION,HOTEL,8.597322700000001,46.6334442,Andermatt,,"{""tourism"":""hotel"",""source"":""website"",""name"":""Schweizerhof""}"
7413,The River House,ACCOMMODATION,HOTEL,8.597263,46.633673,Andermatt,,"{""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""source"":""website"",""name"":""The River House""}"
7414,Könige & Post,ACCOMMODATION,HOTEL,8.597891800000001,46.6340281,,,"{""wheelchair"":""no"",""amenity"":""restaurant"",""name"":""Könige & Post"",""cuisine"":""regional"",""tourism"":""hotel"",""stars"":""3"",""outdoor_seating"":""yes""}"
7415,Gasthaus zum Sternen,ACCOMMODATION,HOTEL,8.5977482,46.6341407,Andermatt,,"{""wheelchair"":""limited"",""toilets:wheelchair"":""no"",""amenity"":""restaurant"",""name"":""Gasthaus zum Sternen"",""cuisine"":""regional"",""tourism"":""hotel"",""outdoor_seating"":""yes""}"
7434,Hotel Sonne,ACCOMMODATION,HOTEL,7.8100883,47.464180600000006,,,"{""name"":""Hotel Sonne"",""wheelchair"":""limited"",""tourism"":""hotel"",""smoking"":""outside""}"
7449,Thurgauerhof,ACCOMMODATION,HOTEL,9.1106113,47.567251600000006,,,"{""name"":""Thurgauerhof"",""tourism"":""hotel"",""wikidata"":""Q97464847""}"
7475,Falken,ACCOMMODATION,HOTEL,7.2765984,47.045017,Aarberg,,"{""name"":""Falken"",""tourism"":""hotel""}"
7574,FIFA Hotel Ascot,ACCOMMODATION,HOTEL,8.5320382,47.3639171,Zürich,,"{""wheelchair"":""yes"",""rooms"":""74"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""stars"":""4"",""name"":""FIFA Hotel Ascot""}"
7826,"L'aubier, Le Café-Hôtel",ACCOMMODATION,HOTEL,6.9282433,46.991563000000006,,,"{""wheelchair"":""limited"",""shop"":""supermarket"",""amenity"":""cafe"",""name"":""L'aubier, Le Café-Hôtel"",""tourism"":""hotel"",""organic"":""only""}"
7839,Restaurant Hotel Hirschen,ACCOMMODATION,HOTEL,9.0256156,47.2136999,,,"{""name"":""Restaurant Hotel Hirschen"",""tourism"":""hotel"",""created_by"":""Potlatch 0.10c"",""amenity"":""restaurant""}"
7840,Belvédère,ACCOMMODATION,HOTEL,10.2990971,46.797183100000005,Scuol,,"{""wheelchair"":""limited"",""rooms"":""32"",""internet_access"":""wlan"",""internet_access:fee"":""no"",""tourism"":""hotel"",""stars"":""4S"",""toilets:wheelchair"":""no"",""name"":""Belvédère""}"
